Id,L0_S0_F0,L0_S0_F18,L0_S2_F52,L0_S3_F92,L0_S7_F136,L0_S9_F170,L0_S10_F224,L0_S10_F274,L0_S11_F318,L0_S12_F342,L0_S14_F366,L0_S15_F403,L0_S18_F435,L0_S21_F472,L0_S21_F522,L0_S22_F576,L0_S23_F627,L0_S23_F667,L1_S24_F733,L1_S24_F795,L1_S24_F834,L1_S24_F892,L1_S24_F953,L1_S24_F1000,L1_S24_F1026,L1_S24_F1083,L1_S24_F1126,L1_S24_F1176,L1_S24_F1240,L1_S24_F1298,L1_S24_F1356,L1_S24_F1401,L1_S24_F1451,L1_S24_F1502,L1_S24_F1567,L1_S24_F1604,L1_S24_F1662,L1_S24_F1728,L1_S24_F1778,L1_S24_F1814,L1_S24_F1838,L1_S25_F1869,L1_S25_F1909,L1_S25_F1963,L1_S25_F2016,L1_S25_F2066,L1_S25_F2116,L1_S25_F2161,L1_S25_F2190,L1_S25_F2226,L1_S25_F2258,L1_S25_F2312,L1_S25_F2365,L1_S25_F2411,L1_S25_F2437,L1_S25_F2462,L1_S25_F2487,L1_S25_F2514,L1_S25_F2569,L1_S25_F2623,L1_S25_F2677,L1_S25_F2716,L1_S25_F2741,L1_S25_F2767,L1_S25_F2795,L1_S25_F2842,L1_S25_F2896,L1_S25_F2950,L1_S25_F2997,L1_S25_F3020,L2_S26_F3047,L2_S26_F3121,L2_S27_F3170,L2_S28_F3241,L2_S28_F3311,L3_S29_F3342,L3_S29_F3376,L3_S29_F3412,L3_S29_F3449,L3_S29_F3479,L3_S30_F3519,L3_S30_F3569,L3_S30_F3614,L3_S30_F3664,L3_S30_F3714,L3_S30_F3764,L3_S30_F3814,L3_S33_F3855,L3_S34_F3876,L3_S35_F3908,L3_S37_F3944,L3_S39_F3972,L3_S41_F3996,L3_S41_F4018,L3_S43_F4090,L3_S44_F4121,L3_S47_F4158,L3_S48_F4200,L3_S50_F4241,L3_S51_F4262,Response,L0_S0_D1,L0_S3_D94,L0_S9_D197,L0_S11_D328,L0_S15_D413,L0_S21_D514,L0_S23_D649,L1_S24_D782,L1_S24_D904,L1_S24_D1023,L1_S24_D1143,L1_S24_D1257,L1_S24_D1403,L1_S24_D1522,L1_S24_D1639,L1_S24_D1785,L1_S25_D1857,L1_S25_D1980,L1_S25_D2128,L1_S25_D2214,L1_S25_D2314,L1_S25_D2434,L1_S25_D2499,L1_S25_D2615,L1_S25_D2729,L1_S25_D2794,L1_S25_D2932,L1_S25_D3025,L2_S26_D3122,L2_S28_D3227,L3_S29_D3331,L3_S29_D3415,L3_S30_D3501,L3_S30_D3651,L3_S30_D3796,L3_S35_D3895,L3_S40_D3987,L3_S42_D4053,L3_S47_D4170,L3_S51_D4263,L0_S1_F25,L0_S6_F133,L0_S10_F238,L0_S14_F367,L0_S21_F495,L0_S22_F585,L1_S24_F686,L1_S24_F769,L1_S24_F868,L1_S24_F956,L1_S24_F1064,L1_S24_F1167,L1_S24_F1263,L1_S24_F1350,L1_S24_F1440,L1_S24_F1542,L1_S24_F1638,L1_S24_F1726,L1_S25_F1861,L1_S25_F1962,L1_S25_F2050,L1_S25_F2142,L1_S25_F2286,L1_S25_F2376,L1_S25_F2546,L1_S25_F2635,L1_S25_F2774,L1_S25_F2882,L1_S25_F2973,L2_S26_F3105,L2_S27_F3202,L2_S28_F3298,L3_S29_F3446,L3_S30_F3557,L3_S30_F3648,L3_S30_F3740,L3_S30_F3832,L3_S42_F4031,L3_S46_F4136,L3_S49_F4240
14149,,,,,,,,,,,,,,,,,,,0.011,0.146,,,-0.016,-0.004,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.031,-0.085,0.063,-0.031,0.024,0.059,-0.011,0.0,-0.005,0.0,0.009,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,1037.49,,,,,,,,,,,,,,,,,,,,,,,1072.12,1072.12,1072.13,1072.13,1072.13,1072.14,,,,,,,,,,,,T1,,T1,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40720,0.069,0.029,0.0,,0.336,,0.068,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,0.329,-0.752,-0.25,-0.063,-0.046,,,,,0.007,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,172.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.84,173.84,173.84,,173.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20864,,,,,,,,,,-0.01,-0.034,,,,,,0.029,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.214,-0.702,0.016,0.082,-0.099,,,,,0.006,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,108.1,,,,,,,,,,,,,,,,,,,,,,,,113.91,113.91,113.92,,113.92,113.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
21532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,0.354,,0.108,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,-0.012,,,,0.058,0.036,0.057,0.058,0.055,0.059,0.016,0.0,0.021,0.0,0.014,0.013,-0.119,0.0,,0.0,,,,,,,,,,1,,,,,,,,,,,,,,692.52,,,,,,,,,,,,,,,724.38,,735.32,735.32,735.38,735.38,735.38,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
14873,-0.082,0.029,0.0,,-0.164,-0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,-0.155,,,,0.18,0.106,-0.725,0.18,,-0.046,,,,,0.008,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,5.12,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,5.47,,13.73,13.73,13.73,,13.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50644,,,,,,,,,,0.002,0.066,,-0.01,,,-0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.111,0.082,-0.106,-0.075,-0.02,-0.038,0.0,-0.003,0.0,0.01,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.54,1400.54,1400.55,1400.55,1400.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
5567,,,,,,,,,,,,,,,,,,,0.011,0.146,,,0.076,,0.011,-0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.056,-0.066,0.063,-0.056,-0.039,-0.099,-0.065,0.0,0.02,0.0,0.016,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,1039.85,,1039.87,,,,,,,,,,,,,,,,,,,,,1073.98,1073.98,1073.98,1073.98,1073.98,,,,,,,,,,,,,T1,,T1,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,0.002,0.0,,-0.011,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,0.011,0.082,0.171,0.094,-0.072,,,,,0.008,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,475.76,,,,,,,,,,,,,,508.39,508.39,508.4,,508.4,508.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,,,-0.043,,-0.089,0.235,,,,,,,,,,,,,,,,,,,,,,,0.027,0.042,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.088,0.019,,-0.051,0.0,0.069,0.0,0,,,,,,,,,,,,,,,,,679.05,679.17,679.2,,,,,,,,,,701.63,,,,,,,,737.38,,737.53,737.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,,,,,,,,,,0.01,-0.034,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,0.112,-0.702,0.104,0.075,0.033,,,,,0.009,0.013,-0.256,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,51.9,51.91,,51.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59559,0.095,-0.163,0.0,,-0.164,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,0.068,0.037,0.106,0.071,-0.151,,,,,0.013,0.013,0.062,0.0,,0.0,,,,,,,,,,0,325.67,,,325.7,,,,,,,,,,,,,,,,,,,,,,,,,,,334.69,334.69,334.69,,334.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
11698,,,,,,,,,,0.006,,0.359,,,,,-0.012,-0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.036,0.015,0.118,-0.047,0.112,,,,,0.012,0.013,0.062,0.0,,0.0,,,,,,,,,,1,,,,,222.37,,222.4,,,,,,,,,,,,,,,,,,,,,,,,223.34,223.34,223.35,,223.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48485,0.03,-0.046,0.0,,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.174,0.063,-0.056,-0.043,-0.02,-0.119,0.0,0.022,0.0,0.008,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,1158.3,,1158.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.63,1158.63,1158.64,1158.64,1158.64,1158.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
47177,0.082,-0.019,,0.019,0.336,-0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.079,0.063,-0.106,-0.043,0.033,-0.146,0.0,0.007,0.0,0.016,0.013,0.017,0.0,,0.0,,,,,,,,,,0,1108.72,1108.72,1108.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.21,1110.21,1110.21,1110.21,1110.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
59149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.057,-0.138,,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.047,-0.145,,,,-0.031,-0.047,0.063,-0.031,-0.035,0.138,-0.092,0.0,-0.005,0.0,0.013,0.013,0.153,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,1042.06,,1042.08,,,,,,,,,,,,,1070.26,,1074.61,1074.61,1074.62,1074.62,1074.62,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
50753,0.115,-0.126,0.0,,,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,-0.079,0.096,-0.081,0.047,0.007,0.016,0.0,-0.014,0.0,0.011,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,1713.68,,1713.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.41,1718.41,1718.41,1718.41,1718.41,1718.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
6178,-0.075,0.147,0.0,,-0.164,,0.03,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.181,,-0.069,-0.17,0.0,,0.0,0,1397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.45,,1397.47,1397.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45404,,,,,,,,,,0.03,,-0.297,0.24,-0.047,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,0.049,0.015,0.068,0.071,-0.072,,,,,0.014,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,220.97,221.0,,,,,,,,,,,,,,,,,,,,,,,,,221.25,221.25,221.25,,221.25,221.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
14178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,0.426,-0.067,,0.139,,,,,,,,0.087,-0.188,,,,-0.106,0.011,0.063,-0.106,-0.035,0.086,0.124,0.0,-0.004,0.0,0.01,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1135.32,1135.32,1135.33,,,,1170.59,,1175.39,1175.39,1175.39,1175.39,1175.39,1175.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,T1,,,,,,,
52851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,-0.048,-0.013,,0.092,,,,,,,,,,,,,,,,,,,,,,,0.084,-0.006,,,,0.033,-0.072,0.057,0.033,0.039,-0.125,0.07,0.0,-0.004,0.0,0.016,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,678.43,678.54,,,,,,,,,,,717.31,,721.46,721.46,721.46,721.46,721.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
7197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,-0.008,-0.041,,,0.047,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,0.038,,,,0.084,0.106,0.057,0.084,-0.004,0.086,0.043,0.0,0.004,0.0,0.017,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,706.85,706.86,,,,,,,,,,,,,,740.34,,743.32,743.32,743.33,743.33,743.33,743.35,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,,,,,
59252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,,,,,,,,-0.07,0.002,,,0.134,0.042,,,-0.035,,,-0.081,0.042,0.063,-0.081,0.082,0.033,-0.038,0.0,-0.013,0.0,0.016,0.013,0.153,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1006.56,,1006.57,,,1031.76,1031.76,1031.77,1031.77,1031.77,1031.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
52570,0.167,0.029,0.0,,,,-0.033,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.132,0.057,0.033,0.0,-0.072,-0.065,0.0,-0.004,0.0,0.013,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,695.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.33,702.33,702.34,702.34,702.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50880,-0.095,0.131,,0.019,0.336,,0.101,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,0.036,0.104,-0.106,0.008,0.086,-0.011,0.0,0.021,0.0,0.008,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,1560.23,1560.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.0,1564.0,1564.01,1564.01,1564.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
47020,0.043,-0.051,,0.019,-0.164,,,,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.03,0.057,0.109,-0.043,-0.178,0.043,0.0,-0.013,0.0,0.016,0.013,0.017,0.0,,0.0,,,,,,,,,,0,824.48,824.48,,824.52,,,,,,,,,,,,,,,,,,,,,,,,,,,827.57,827.57,827.57,827.57,827.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54406,,,,,,,,,,0.01,,-0.209,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.023,0.104,0.07,-0.059,0.086,-0.011,0.0,0.022,0.0,0.011,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,1445.64,,,,,,,,,,,,,,,,,,,,,,,,,,1447.8,1447.8,1447.8,1447.8,1447.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27624,0.069,-0.019,,0.019,-0.164,-0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,0.074,0.063,0.134,0.0,-0.072,-0.038,0.0,-0.013,0.0,0.009,0.013,0.062,0.0,,0.0,,,,,,,,,,0,921.93,921.94,921.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.18,926.18,926.18,926.18,926.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
55259,-0.127,-0.035,0.0,,,,,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,0.151,-0.725,0.155,0.094,-0.072,,,,,0.016,0.013,0.017,0.0,,0.0,,,,,,,,,,0,21.13,,,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46,21.46,21.47,,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
18857,,,,,,,,,,0.014,,0.192,-0.01,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.021,0.082,0.02,-0.027,0.217,0.151,0.0,0.013,0.0,0.016,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,1414.0,,,,,,,,,,,,,,,,,,,,,,,,,,1414.9,1414.9,1414.9,1414.9,1414.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
19143,-0.036,0.088,,0.019,,,-0.027,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,0.011,0.082,-0.106,-0.059,0.349,-0.011,0.0,-0.003,0.0,0.01,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,1412.76,1412.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.0,1413.0,1413.01,1413.01,1413.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28462,0.095,0.035,0.0,,,,,,-0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.021,0.063,-0.056,0.063,-0.072,-0.065,0.0,0.007,0.0,0.016,0.013,0.153,0.0,0.0,0.0,,,,,,,,,,0,1110.38,,,1110.41,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.81,1110.81,1110.82,1110.82,1110.82,1110.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,-0.174,-0.725,0.205,0.067,0.112,,,,,0.009,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.66,0.66,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
673,,,,,,,,,,-0.022,-0.034,,,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,-0.034,0.037,0.03,0.082,-0.046,,,,,0.008,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.19,347.19,347.19,,347.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
14865,-0.003,0.179,0.0,,,,0.005,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.163,0.082,-0.03,0.043,-0.178,0.043,0.0,0.014,0.0,0.011,0.013,-0.165,0.0,0.0,0.0,,,,,,,,,,0,551.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.99,552.99,553.0,553.0,553.0,553.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
27307,-0.219,0.115,,0.019,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.053,0.104,-0.132,-0.09,-0.099,-0.011,0.0,-0.004,0.0,0.012,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,1518.67,1518.67,1518.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.87,1527.87,1527.87,1527.87,1527.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
5415,,,,,,,,,,-0.014,,-0.243,,,,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,-0.091,0.082,-0.005,-0.071,-0.125,0.097,0.0,-0.003,0.0,0.011,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,1313.57,,,,,,,,,,,,,,,,,,,,,,,,,,1316.61,1316.61,1316.62,1316.62,1316.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
19905,,,,,,,,,,0.014,,-0.341,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.136,,-0.042,0.001,0.0,,0.0,0,,,,,555.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2,,556.21,556.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26255,0.095,0.04,0.0,,-0.164,-0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-0.079,0.101,0.033,0.09,0.138,0.07,0.0,-0.004,0.0,0.013,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,641.53,,641.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.58,653.58,653.58,653.58,653.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
40572,0.069,-0.169,,0.019,,,0.016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.06,0.104,-0.056,-0.098,-0.125,0.124,0.0,0.02,0.0,0.009,0.013,0.153,0.0,,0.0,,,,,,,,,,1,1511.39,1511.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.37,1513.37,1513.38,1513.38,1513.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
26816,-0.082,-0.062,,0.119,0.336,,0.066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.037,0.02,-0.009,0.063,0.02,-0.043,0.191,-0.092,0.0,-0.009,0.0,0.011,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,1130.04,1130.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.97,1142.11,1142.11,1142.11,1142.11,1142.11,1142.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38105,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044,0.268,-0.2,,,,-0.04,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.187,0.073,,,,0.058,0.061,0.057,0.058,-0.02,0.086,0.07,0.0,0.004,0.0,0.017,0.013,-0.165,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,702.79,702.8,,,,,,,,,,,,,,,,,741.47,,742.63,742.63,742.64,742.64,742.64,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
34514,-0.016,0.035,0.0,,,,,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,-0.015,0.082,-0.081,-0.008,0.086,0.232,0.0,0.022,0.0,0.013,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,1413.48,,,1413.52,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.75,1413.75,1413.75,1413.75,1413.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27599,,,,,,,,,,0.03,-0.034,,-0.01,0.106,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,-0.123,0.082,0.007,0.004,-0.151,,,,,0.012,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,475.61,,,,,,,,,,,,,,,,,,,,,,,,,475.92,475.92,475.92,,475.92,475.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
36979,,,,,,,,,,0.01,,0.045,,-0.077,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.255,-0.123,-0.029,-0.255,0.055,-0.046,,,,,0.011,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,,,,,202.04,202.1,,,,,,,,,,,,,,,,,,,,,,,,,202.34,202.34,202.35,,202.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
32006,0.049,-0.217,0.0,,,,,,-0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,-0.009,0.104,-0.081,-0.031,-0.02,0.043,0.0,0.012,0.0,-0.969,-0.987,0.108,0.0,,0.0,,,,,,,,,,0,1617.16,,,1617.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.36,1624.36,1624.43,1624.43,1624.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
